antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['LUNCH BAG VINTAGE DOILY '],['JUMBO BAG VINTAGE DOILY '],0.024560612888688597,0.02857142857142857,0.010229833258224425,0.41651376146788993,14.577981651376149,1.0,0.009528101461404752,1.6648697214734953,0.9548552279829813,0.23844537815126046,0.39935240151106316,0.38727896275287244
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG SUKI DESIGN '],0.03956737269040108,0.041279855790896804,0.016313654799459214,0.4123006833712984,9.987939043678068,1.0,0.01468031936077479,1.6313106329759546,0.9369519726909229,0.25279329608938544,0.38699596521618457,0.4037485949607583
['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG ALPHABET DESIGN'],0.02708427219468229,0.029743127534925643,0.011131140153222172,0.410981697171381,13.817702818534764,1.0,0.010325569191145096,1.6472440122924001,0.9534526411054661,0.24358974358974358,0.3929253999179259,0.3926120607069026
['RETROSPOT HEART HOT WATER BOTTLE'],['SCOTTIE DOG HOT WATER BOTTLE'],0.02438035150968905,0.029878323569175306,0.010004506534474988,0.41035120147874304,13.734077165630932,1.0,0.009276062503338267,1.6452533760159127,0.9503584835701793,0.22606924643584522,0.39219088404391267,0.37259641521900955
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG CARS BLUE'],0.02726453357368184,0.044569625957638574,0.011131140153222172,0.40826446280991735,9.160150080639097,1.0,0.009915970089933694,1.6146239561330409,0.9158003524339795,0.18337045285820341,0.3806607438211436,0.3290058411117332
['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG  BLACK SKULL.'],0.02708427219468229,0.04835511491662911,0.01099594411897251,0.4059900166389351,8.396009756959897,1.0,0.009686281024565384,1.6020688401543581,0.9054184014476102,0.1706293706293706,0.3758070970885054,0.3166949151228226
"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT']",['JUMBO STORAGE BAG SUKI'],0.024966200991437586,0.03564668769716088,0.010049571879224875,0.4025270758122743,11.29213124181336,1.0,0.009159609509498552,1.614053580108075,0.9347806802646643,0.19875222816399285,0.38044188103529913,0.3422243470085392
['JUMBO BAG APPLES'],['LUNCH BAG APPLE DESIGN'],0.03330328977016674,0.03956737269040108,0.013384407390716538,0.40189445196211093,10.157218552436495,1.0,0.01206668371256393,1.605791202673741,0.9326067223601139,0.22499999999999998,0.37725403007879327,0.3700816223364085
['LUNCH BAG CARS BLUE'],['LUNCH BAG SPACEBOY DESIGN '],0.044569625957638574,0.045110410094637225,0.017800811176205498,0.3993933265925177,8.853684232855112,1.0,0.015790257071491835,1.5898750916101074,0.9284325613969726,0.2476489028213166,0.3710197704982759,0.39699936059895613
['HAND OVER THE CHOCOLATE   SIGN '],['PLEASE ONE PERSON METAL SIGN'],0.02672374943668319,0.03172600270392068,0.010635421360973412,0.3979763912310287,12.544170627012113,1.0,0.009787583614086302,1.608365491306933,0.9455503471527354,0.22243166823751181,0.3782507735928757,0.36660183197915075
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG RED RETROSPOT'],0.029743127534925643,0.05989184317260027,0.011807120324470483,0.396969696969697,6.628109537816084,1.0,0.010025749594686066,1.5589733253921703,0.8751573341653578,0.15170816444701796,0.3585522063063888,0.2970552021342089
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG SUKI DESIGN '],0.029743127534925643,0.041279855790896804,0.011762054979720596,0.39545454545454545,9.579843191742754,1.0,0.010534262964308613,1.5858528701203212,0.9230691203399695,0.19847908745247148,0.3694244788773321,0.3401945216355696
['LUNCH BAG SUKI DESIGN '],['LUNCH BAG PINK POLKADOT'],0.041279855790896804,0.04285714285714286,0.016313654799459214,0.39519650655021826,9.221251819505092,1.0,0.014544518122706494,1.582568334192883,0.9299427568837432,0.24053156146179397,0.3681157531121683,0.3879242259354666
['JUMBO BAG ALPHABET'],['JUMBO BAG RED RETROSPOT'],0.0345200540784137,0.0740423614240649,0.013609734114465975,0.3942558746736292,5.324733937314566,1.0,0.011053787794013802,1.528628342993893,0.8412367265281494,0.14333175130517323,0.34581875013422064,0.28903298907144637
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG PINK POLKADOT'],0.02726453357368184,0.04285714285714286,0.010635421360973412,0.39008264462809916,9.101928374655648,1.0,0.009466941350672761,1.5692992644212156,0.9150824686006839,0.17878787878787877,0.362772912298014,0.3191212381920727
['LUNCH BAG PINK POLKADOT'],['LUNCH BAG SPACEBOY DESIGN '],0.04285714285714286,0.045110410094637225,0.016674177557458314,0.38906414300736064,8.624708624708624,1.0,0.014740874267688147,1.5629948364888124,0.9236385639370713,0.23388116308470291,0.3602026208567338,0.3793472563188651
['ROUND SNACK BOXES SET OF4 WOODLAND '],['POSTAGE'],0.02757999098693105,0.05380802163136548,0.010725552050473186,0.3888888888888889,7.227340405732366,1.0,0.009241527298855535,1.5483141464214019,0.886074440898799,0.15178571428571425,0.3541362375902288,0.29410943606923506
['SPOTTY BUNTING'],['PARTY BUNTING'],0.04574132492113565,0.06304641730509239,0.017710680486705724,0.387192118226601,6.141381775159596,1.0,0.014826853827639984,1.5289515859088925,0.8772990137320464,0.19445818901533896,0.3459570536986329,0.3340535287344585
['JUMBO BAG APPLES'],['JUMBO BAG VINTAGE LEAF'],0.03330328977016674,0.035060838215412345,0.012888688598467778,0.3870094722598105,11.038226464582515,1.0,0.011721047343794965,1.5741501999090732,0.9407353170814082,0.2323314378554021,0.36473660514875755,0.3773093633792626
['LUNCH BAG WOODLAND'],['LUNCH BAG PINK POLKADOT'],0.03780982424515548,0.04285714285714286,0.014556106354213609,0.38498212157330153,8.982916170043703,1.0,0.012935685315135517,1.5562846068660023,0.9235986800597937,0.22017723244717108,0.3574440076138971,0.3623123015858095
['JUMBO  BAG BAROQUE BLACK WHITE'],['JUMBO BAG PINK POLKADOT'],0.029878323569175306,0.039837764758900406,0.011401532221721496,0.3815987933634992,9.578820389972904,1.0,0.01021124659598238,1.5526525901581683,0.9231862698025515,0.19551777434312206,0.35594091921224297,0.3338989441930618
['JUMBO BAG APPLES'],['JUMBO BAG ALPHABET'],0.03330328977016674,0.0345200540784137,0.01270842721946823,0.38159675236806495,11.054349784657129,1.0,0.011558795855612992,1.5612465646303113,0.9408720055042152,0.2305805396565822,0.35948618068742355,0.37487148323364083
['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG SPACEBOY DESIGN '],0.02708427219468229,0.045110410094637225,0.010274898602974312,0.3793677204658901,8.40975995718092,1.0,0.009053115977157414,1.5385754518314287,0.9056185614343888,0.16593886462882093,0.3500481248354383,0.30356997411905895
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG SPACEBOY DESIGN '],0.029743127534925643,0.045110410094637225,0.01117620549797206,0.37575757575757573,8.32973087518542,1.0,0.009834480817374466,1.529677498392086,0.9069228233672445,0.17551309271054494,0.34626743150033534,0.31175491175491177
['RED RETROSPOT CHARLOTTE BAG'],['JUMBO BAG RED RETROSPOT'],0.03402433528616494,0.0740423614240649,0.012753492564218117,0.3748344370860927,5.062432233073888,1.0,0.010234250433746327,1.4811398667898965,0.8307315814678445,0.13380614657210402,0.3248443159069644,0.27354016437384365
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG  BLACK SKULL.'],0.029743127534925643,0.04835511491662911,0.011086074808472285,0.37272727272727274,7.7081250529526395,1.0,0.009647842458541,1.5171150341908812,0.8969447056291279,0.16543375924680567,0.3408542019140116,0.30099550961619925
['LUNCH BAG WOODLAND'],['LUNCH BAG SUKI DESIGN '],0.03780982424515548,0.041279855790896804,0.013970256872465074,0.3694874851013111,8.950793989517567,1.0,0.012409472780145902,1.520541022668124,0.9231834725577558,0.21453287197231832,0.34233934823719525,0.3539577163497821
['JUMBO  BAG BAROQUE BLACK WHITE'],['JUMBO STORAGE BAG SUKI'],0.029878323569175306,0.03564668769716088,0.010905813429472735,0.3650075414781297,10.23959209279355,1.0,0.009840750160287622,1.5186846699686043,0.9301306028523857,0.19966996699669967,0.34153546172249627,0.3354746936214922
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG  BLACK SKULL.'],0.03956737269040108,0.04835511491662911,0.014420910319963948,0.36446469248291574,7.537252121338211,1.0,0.012507625466570511,1.4973910557405012,0.9030572564752253,0.19619865113427346,0.33217178227001476,0.3313469781147105
['GIN + TONIC DIET METAL SIGN'],['PLEASE ONE PERSON METAL SIGN'],0.029833258224425417,0.03172600270392068,0.010860748084722848,0.3640483383685801,11.474762256248285,1.0,0.009914258053627964,1.522559112137778,0.9409230244969014,0.21422222222222226,0.34321105037693345,0.3531889419115628
['SCOTTIE DOG HOT WATER BOTTLE'],['CHOCOLATE HOT WATER BOTTLE'],0.029878323569175306,0.031861198738170345,0.010860748084722848,0.363499245852187,11.40883771635082,1.0,0.009908788879521995,1.5210332351578035,0.9404476516704777,0.21346324180690876,0.34255216987664805,0.352188095344764
['JUMBO  BAG BAROQUE BLACK WHITE'],['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.029878323569175306,0.036097341144659754,0.010815682739972961,0.36199095022624433,10.028188745967993,1.0,0.009737154701265913,1.5107977844470226,0.9280084312723557,0.19607843137254904,0.33809804972277163,0.3308082091955192
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG CARS BLUE'],0.029743127534925643,0.044569625957638574,0.010725552050473186,0.3606060606060606,8.09084781076692,1.0,0.00939991198143121,1.4942749925781007,0.9032696218292241,0.16867469879518068,0.3307791370618596,0.30062658945368753
['JUMBO BAG VINTAGE DOILY '],['JUMBO BAG VINTAGE LEAF'],0.02857142857142857,0.035060838215412345,0.010274898602974312,0.35962145110410093,10.25706940874036,1.0,0.009273160368248245,1.506826178747361,0.9290505675954592,0.19256756756756757,0.3363534466654213,0.3263402885340556
['JUMBO STORAGE BAG SUKI'],['JUMBO BAG PINK POLKADOT'],0.03564668769716088,0.039837764758900406,0.012798557908968004,0.359039190897598,9.012533536219117,1.0,0.01137847355005452,1.4980045918653053,0.9219063152220487,0.20416966211358736,0.33244530395276917,0.34015307961169494
['LUNCH BAG WOODLAND'],['LUNCH BAG APPLE DESIGN'],0.03780982424515548,0.03956737269040108,0.013519603424966201,0.3575685339690107,9.036954178556206,1.0,0.012023568017699571,1.4949962417676315,0.9242905094218848,0.2117148906139732,0.33110199740861246,0.34962709158587213
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG SPACEBOY DESIGN '],0.03956737269040108,0.045110410094637225,0.014060387561964848,0.3553530751708428,7.877407330710291,1.0,0.012275487153533507,1.4812598232100858,0.9090223035535536,0.19910657306955964,0.32489899183732135,0.33352069342957724
['HEART OF WICKER LARGE'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.036818386660657954,0.09071653898152321,0.013068949977467327,0.35495716034271724,3.912816387483803,1.0,0.009728913368728956,1.4096481739128948,0.7728860292634762,0.11417322834645668,0.290603131684834,0.24951037351462738
['LUNCH BAG ALPHABET DESIGN'],['JUMBO BAG ALPHABET'],0.029743127534925643,0.0345200540784137,0.010545290671473636,0.3545454545454545,10.270709708046521,1.0,0.009518556300506848,1.4958140007235843,0.9303059535293629,0.19630872483221476,0.3314676828026342,0.33001424163304055
['JAM MAKING SET PRINTED'],['JAM MAKING SET WITH JARS'],0.03965750337990086,0.04348805768364128,0.014015322217214961,0.3534090909090909,8.126577955723032,1.0,0.012290694422640634,1.479315481965546,0.9131606464667192,0.20273794002607562,0.3240116714851697,0.3378444418276024
['CHOCOLATE HOT WATER BOTTLE'],['HOT WATER BOTTLE KEEP CALM'],0.031861198738170345,0.032717440288418206,0.011131140153222172,0.3493635077793494,10.678204184054769,1.0,0.010088723285988659,1.4866712385132355,0.936179082189269,0.20826306913996626,0.32735632862578096,0.34479194672714025
['WOODEN PICTURE FRAME WHITE FINISH'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.04028841820639928,0.09071653898152321,0.013970256872465074,0.34675615212527966,3.822413818012894,1.0,0.010315431011740345,1.3919510516275997,0.7693824071156783,0.11936850211782826,0.2815839329761588,0.2503775792916513
['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG PINK POLKADOT'],0.029743127534925643,0.04285714285714286,0.010274898602974312,0.3454545454545454,8.060606060606059,1.0,0.009000193137191784,1.4623015873015874,0.9027916982423546,0.16485900216919738,0.31614654002713694,0.292601089761973
['JUMBO BAG ALPHABET'],['JUMBO BAG VINTAGE LEAF'],0.0345200540784137,0.035060838215412345,0.01185218566922037,0.3433420365535248,9.792750374193723,1.0,0.010641883637989822,1.469469975998,0.9299868382568004,0.20530835284933643,0.3194825234038257,0.340694154523549
['SET OF 3 REGENCY CAKE TINS'],['REGENCY CAKESTAND 3 TIER'],0.03402433528616494,0.08490310950878774,0.01149166291122127,0.3377483443708609,3.9780444594423585,1.0,0.008602891046456297,1.3817963046417303,0.7749886798666281,0.10696308724832214,0.276304331802886,0.23654933142109924
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG PINK POLKADOT'],0.03956737269040108,0.04285714285714286,0.013159080666967103,0.33257403189066065,7.760060744115415,1.0,0.011463336123092771,1.434080936128718,0.907023568945658,0.18998048145738458,0.3026892870499439,0.3198096237266132
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG CARS BLUE'],0.03956737269040108,0.044569625957638574,0.013114015322217214,0.3314350797266515,7.436344205393728,1.0,0.011350512321279555,1.4290764368129356,0.9011827549198684,0.18464467005076143,0.3002473665928209,0.3128358411777848
['LUNCH BAG RED RETROSPOT'],['JUMBO BAG RED RETROSPOT'],0.05989184317260027,0.0740423614240649,0.019558359621451103,0.326561324303988,4.41046609026506,1.0,0.01512382612291202,1.3749694990697408,0.8225293952488238,0.17100078802206461,0.2727111396459577,0.29535613385010717
['RED RETROSPOT CHARLOTTE BAG'],['LUNCH BAG RED RETROSPOT'],0.03402433528616494,0.05989184317260027,0.010950878774222622,0.32185430463576153,5.373925522849924,1.0,0.008913098621211663,1.3862923015716537,0.8425846731577235,0.13199348180336773,0.2786514078839724,0.2523492742140433
['JUMBO STORAGE BAG SUKI'],['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.03564668769716088,0.036097341144659754,0.011446597566471383,0.3211125158027813,8.895738733662569,1.0,0.01015984691998982,1.4198268215168977,0.9203956841018033,0.18983557548579974,0.2956887524271222,0.31910806813859416
['WOODEN FRAME ANTIQUE WHITE '],['WHITE HANGING HEART T-LIGHT HOLDER'],0.03722397476340694,0.09071653898152321,0.011581793600721046,0.311138014527845,3.4297826837421166,1.0,0.008204963443049204,1.3199791543080173,0.7358267335063822,0.09953524399690163,0.24241227845432328,0.21940407929571584
['JUMBO SHOPPER VINTAGE RED PAISLEY'],['JUMBO BAG PINK POLKADOT'],0.036097341144659754,0.039837764758900406,0.01117620549797206,0.3096129837702872,7.771846278125195,1.0,0.009738168113029327,1.3907594040291515,0.9039610351416691,0.17258176757132918,0.2809683708749964,0.29507798509781324
['RECIPE BOX PANTRY YELLOW DESIGN'],['SET OF 3 CAKE TINS PANTRY DESIGN '],0.03943217665615142,0.05488958990536277,0.012122577737719693,0.30742857142857144,5.600853858784894,1.0,0.009958161731987722,1.3646396185359861,0.8551772971719132,0.14747807017543857,0.2672057982071333,0.2641412151067324
['JUMBO BAG APPLES'],['JUMBO BAG PINK POLKADOT'],0.03330328977016674,0.039837764758900406,0.010229833258224425,0.3071718538565629,7.710569498956031,1.0,0.008903104634663029,1.3858591637561963,0.9002905299795025,0.1626074498567335,0.27842595687023053,0.28197959208665246
['JUMBO STORAGE BAG SUKI'],['LUNCH BAG RED RETROSPOT'],0.03564668769716088,0.05989184317260027,0.010815682739972961,0.3034134007585335,5.066022093929164,1.0,0.008680736910791943,1.3495926534491345,0.8322742885181551,0.12765957446808512,0.2590356820301931,0.2420001541038717
['LUNCH BAG PINK POLKADOT'],['JUMBO BAG RED RETROSPOT'],0.04285714285714286,0.0740423614240649,0.01270842721946823,0.29652996845425866,4.004869141813755,1.0,0.009535183158436877,1.3162716207559257,0.7838996506827565,0.12197231833910036,0.2402783861390957,0.23408360869456696
['JUMBO STORAGE BAG SUKI'],['LUNCH BAG SUKI DESIGN '],0.03564668769716088,0.041279855790896804,0.010049571879224875,0.28192161820480405,6.829520423542141,1.0,0.008578081751662938,1.3351190740658463,0.8851287422382798,0.15026954177897572,0.2510031356568864,0.26268569993209634
['JUMBO BAG PINK POLKADOT'],['LUNCH BAG PINK POLKADOT'],0.039837764758900406,0.04285714285714286,0.011086074808472285,0.27828054298642535,6.493212669683258,1.0,0.00937874203309084,1.3261979399910435,0.8810938405075406,0.1548143486469478,0.24596474640372795,0.26847781092538936
['RETROSPOT TEA SET CERAMIC 11 PC '],['BAKING SET 9 PIECE RETROSPOT '],0.03780982424515548,0.03970256872465074,0.010500225326723749,0.2777115613825983,6.9948008479907555,1.0,0.008999078181163498,1.3295207010561352,0.8907144291519851,0.15669132481506387,0.2478492443136635,0.2710918760374966
['HEART OF WICKER SMALL'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.04380351509689049,0.09071653898152321,0.012077512392969806,0.2757201646090535,3.0393593903004956,1.0,0.008103809108154999,1.2554311422016469,0.7017211519928869,0.0986382039013618,0.20346089372428497,0.20442739477347857
['JUMBO BAG PINK POLKADOT'],['LUNCH BAG RED RETROSPOT'],0.039837764758900406,0.05989184317260027,0.010770617395223073,0.2703619909502262,4.514170488476689,1.0,0.008384660235936068,1.2884583110626686,0.8107748146454905,0.1210739614994934,0.22387865294978765,0.22509822647586555
['NATURAL SLATE HEART CHALKBOARD '],['WHITE HANGING HEART T-LIGHT HOLDER'],0.04434429923388914,0.09071653898152321,0.011987381703470032,0.2703252032520325,2.979888852539792,1.0,0.007964620353410598,1.246148921507216,0.6952472665205407,0.0974002196997437,0.1975276929257373,0.2012331431063938
['LUNCH BAG  BLACK SKULL.'],['JUMBO BAG RED RETROSPOT'],0.04835511491662911,0.0740423614240649,0.012618296529968454,0.260950605778192,3.5243420220438715,1.0,0.009037969634609209,1.2529035891449918,0.7526537522240037,0.11494252873563218,0.20185399047150826,0.2156852846298142
['LUNCH BAG CARS BLUE'],['JUMBO BAG RED RETROSPOT'],0.044569625957638574,0.0740423614240649,0.011626858945470933,0.2608695652173913,3.523247505887957,1.0,0.008326818591780073,1.2527662168968536,0.7495794223542915,0.10867733782645322,0.2017664696634016,0.20894969435550026
['LUNCH BAG SUKI DESIGN '],['JUMBO BAG RED RETROSPOT'],0.041279855790896804,0.0740423614240649,0.010590356016223525,0.25655021834061137,3.4649113481303506,1.0,0.007533898014220665,1.2454878075411993,0.7420229267970693,0.10111876075731498,0.19710173480207163,0.19979062955983704
['LUNCH BAG APPLE DESIGN'],['JUMBO BAG RED RETROSPOT'],0.03956737269040108,0.0740423614240649,0.010139702568724651,0.25626423690205014,3.46104894513481,1.0,0.0072100408593813,1.2450088922965867,0.7403645311978646,0.09799651567944251,0.19679288542641224,0.19660442520695934
['JAM MAKING SET WITH JARS'],['SET OF 3 CAKE TINS PANTRY DESIGN '],0.04348805768364128,0.05488958990536277,0.011131140153222172,0.2559585492227979,4.66315287951879,1.0,0.008744098501186341,1.2702389216452994,0.8212681745134784,0.12758264462809918,0.21274652905082422,0.2293750053174745
['PARTY BUNTING'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.06304641730509239,0.09071653898152321,0.012618296529968454,0.20014295925661185,2.2062455369618563,1.0,0.006898943756865661,1.1368074727121082,0.583530820341219,0.08939974457215837,0.12034357267701923,0.16961941802870334
['ASSORTED COLOUR BIRD ORNAMENT'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.06241550247859396,0.09071653898152321,0.012212708427219469,0.1956678700361011,2.1569150700949247,1.0,0.006550590063568742,1.1304825794529536,0.5720816472764584,0.08666453469779342,0.11542201695500239,0.16514640396986374
['SET OF 3 CAKE TINS PANTRY DESIGN '],['REGENCY CAKESTAND 3 TIER'],0.05488958990536277,0.08490310950878774,0.010184767913474538,0.18555008210180626,2.185433291846646,1.0,0.005524471050847073,1.1235766256232829,0.5739274785259403,0.07858136300417246,0.10998504490490894,0.15275380962839782
['LUNCH BAG RED RETROSPOT'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.05989184317260027,0.09071653898152321,0.010229833258224425,0.1708051166290444,1.8828442811716322,1.0,0.004796652532381958,1.096585952534987,0.498760307105116,0.07287319422150883,0.08807877969958346,0.14178606551770154
['ASSORTED COLOUR BIRD ORNAMENT'],['REGENCY CAKESTAND 3 TIER'],0.06241550247859396,0.08490310950878774,0.010410094637223975,0.16678700361010831,1.9644392834969764,1.0,0.0051108243952379,1.09827486423772,0.5236316195220305,0.07603686635944701,0.08948111937891774,0.1446992342891306
['PARTY BUNTING'],['REGENCY CAKESTAND 3 TIER'],0.06304641730509239,0.08490310950878774,0.010455159981973862,0.1658327376697641,1.9531998136369777,1.0,0.005102323109382872,1.097018465978754,0.520857831389245,0.07604064241232382,0.08843831620664168,0.14448749410027484
['JUMBO BAG RED RETROSPOT'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.0740423614240649,0.09071653898152321,0.011446597566471383,0.15459525258673157,1.704157304967498,1.0,0.00472973080006117,1.075559918252957,0.44624040369899004,0.07466196355085243,0.07025170515436256,0.14038754184229774
['REGENCY CAKESTAND 3 TIER'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.08490310950878774,0.09071653898152321,0.010770617395223073,0.12685774946921444,1.3983971488931288,1.0,0.003068501151816596,1.0413921219202495,0.31132830867641403,0.06533624931656642,0.039746912857306256,0.12279300786923215
